"","year","period","periodName","unemployed","labor.force","unemployment.rate","date","location","employed"
"746","2020","M02","February",18913,482169,0.039224836105183,2020-02-01,"Columbus, OH",463256
"747","2020","M03","March",22822,479812,0.0475644627479096,2020-03-01,"Columbus, OH",456990
"748","2020","M04","April",64768,455594,0.1421616614793,2020-04-01,"Columbus, OH",390826
"749","2020","M05","May",67246,490020,0.137231133423126,2020-05-01,"Columbus, OH",422774
"750","2020","M06","June",50800,484454,0.104860316975399,2020-06-01,"Columbus, OH",433654
"751","2020","M07","July",52790,495925,0.106447547512225,2020-07-01,"Columbus, OH",443135
"752","2020","M08","August",50005,501578,0.0996953614392976,2020-08-01,"Columbus, OH",451573
"753","2020","M09","September",39692,488222,0.0812990811557038,2020-09-01,"Columbus, OH",448530
"754","2020","M10","October",24856,481534,0.0516183696270668,2020-10-01,"Columbus, OH",456678
"755","2020","M11","November",23626,484720,0.0487415415084998,2020-11-01,"Columbus, OH",461094
"756","2020","M12","December",23516,480615,0.0489289764156341,2020-12-01,"Columbus, OH",457099
"757","2021","M01","January",28574,482505,0.059220111708687,2021-01-01,"Columbus, OH",453931
"758","2021","M02","February",28754,486183,0.059142339407178,2021-02-01,"Columbus, OH",457429
"759","2021","M03","March",27761,488418,0.0568386095516545,2021-03-01,"Columbus, OH",460657
"760","2021","M04","April",25621,486030,0.0527148529926136,2021-04-01,"Columbus, OH",460409
"761","2021","M05","May",25076,461669,0.0543159709662117,2021-05-01,"Columbus, OH",436593
"762","2021","M06","June",29822,471803,0.063208584939053,2021-06-01,"Columbus, OH",441981
"763","2021","M07","July",28751,477384,0.060226149179696,2021-07-01,"Columbus, OH",448633
"764","2021","M08","August",24672,479166,0.0514894629418615,2021-08-01,"Columbus, OH",454494
"765","2021","M09","September",21023,475280,0.044232873253661,2021-09-01,"Columbus, OH",454257
"766","2021","M10","October",18261,478981,0.0381246855303237,2021-10-01,"Columbus, OH",460720
"767","2021","M11","November",15939,480064,0.0332018230902546,2021-11-01,"Columbus, OH",464125
"768","2021","M12","December",14262,478019,0.0298356341484334,2021-12-01,"Columbus, OH",463757
"769","2020","M01","January",18373,557538,0.032953807632843,2020-01-01,"Contra Costa County, CA",539165
"770","2020","M02","February",17320,560042,0.0309262519596745,2020-02-01,"Contra Costa County, CA",542722
"771","2020","M03","March",20299,556452,0.0364793369419105,2020-03-01,"Contra Costa County, CA",536153
"772","2020","M04","April",80507,533284,0.150964589224503,2020-04-01,"Contra Costa County, CA",452777
"773","2020","M05","May",74455,532347,0.13986178188287,2020-05-01,"Contra Costa County, CA",457892
"774","2020","M06","June",69715,540204,0.129053098459101,2020-06-01,"Contra Costa County, CA",470489
"775","2020","M07","July",64352,539228,0.119340983776807,2020-07-01,"Contra Costa County, CA",474876
"776","2020","M08","August",56183,534088,0.105194275100732,2020-08-01,"Contra Costa County, CA",477905
"777","2020","M09","September",51257,531215,0.0964901217021357,2020-09-01,"Contra Costa County, CA",479958
"778","2020","M10","October",45573,540515,0.0843140338380989,2020-10-01,"Contra Costa County, CA",494942
"779","2020","M11","November",36787,532913,0.0690300292918356,2020-11-01,"Contra Costa County, CA",496126
"780","2020","M12","December",41416,537240,0.0770903134539498,2020-12-01,"Contra Costa County, CA",495824
"781","2021","M01","January",40127,534726,0.0750421711306351,2021-01-01,"Contra Costa County, CA",494599
"782","2021","M02","February",38085,540695,0.0704371225922193,2021-02-01,"Contra Costa County, CA",502610
"783","2021","M03","March",35897,537379,0.0668001540811978,2021-03-01,"Contra Costa County, CA",501482
"784","2021","M04","April",34922,529373,0.0659686081458631,2021-04-01,"Contra Costa County, CA",494451
"785","2021","M05","May",33251,532992,0.062385551753122,2021-05-01,"Contra Costa County, CA",499741
"786","2021","M06","June",37325,535989,0.0696376231601768,2021-06-01,"Contra Costa County, CA",498664
"787","2021","M07","July",36584,541524,0.0675574859101351,2021-07-01,"Contra Costa County, CA",504940
"788","2021","M08","August",34995,537970,0.0650500957302452,2021-08-01,"Contra Costa County, CA",502975
"789","2021","M09","September",29811,538620,0.05534699788348,2021-09-01,"Contra Costa County, CA",508809
"790","2021","M10","October",28789,541477,0.053167539895508,2021-10-01,"Contra Costa County, CA",512688
"791","2021","M11","November",24722,542342,0.0455837829266404,2021-11-01,"Contra Costa County, CA",517620
"792","2021","M12","December",22924,542961,0.0422203436342573,2021-12-01,"Contra Costa County, CA",520037
"793","2020","M01","January",6701,150336,0.0445734887186037,2020-01-01,"Corpus Christi, TX",143635
"794","2020","M02","February",6206,151488,0.0409669412758766,2020-02-01,"Corpus Christi, TX",145282
"795","2020","M03","March",8569,149002,0.0575092951772459,2020-03-01,"Corpus Christi, TX",140433
"796","2020","M04","April",21561,144068,0.149658494599772,2020-04-01,"Corpus Christi, TX",122507
"797","2020","M05","May",19270,145724,0.132236282287063,2020-05-01,"Corpus Christi, TX",126454
"798","2020","M06","June",17189,151605,0.113380165561822,2020-06-01,"Corpus Christi, TX",134416
"799","2020","M07","July",17161,150551,0.113987950926928,2020-07-01,"Corpus Christi, TX",133390
"800","2020","M08","August",12166,150073,0.0810672139558748,2020-08-01,"Corpus Christi, TX",137907
"801","2020","M09","September",13836,148714,0.0930376427236171,2020-09-01,"Corpus Christi, TX",134878
"802","2020","M10","October",12193,149700,0.0814495657982632,2020-10-01,"Corpus Christi, TX",137507
"803","2020","M11","November",12306,147835,0.0832414516183583,2020-11-01,"Corpus Christi, TX",135529
"804","2020","M12","December",12039,148089,0.081295707311144,2020-12-01,"Corpus Christi, TX",136050
"805","2021","M01","January",12996,147067,0.0883678867454969,2021-01-01,"Corpus Christi, TX",134071
"806","2021","M02","February",13454,148899,0.0903565504133674,2021-02-01,"Corpus Christi, TX",135445
"807","2021","M03","March",12626,149174,0.0846394143751592,2021-03-01,"Corpus Christi, TX",136548
"808","2021","M04","April",11444,148717,0.0769515253804205,2021-04-01,"Corpus Christi, TX",137273
"809","2021","M05","May",10625,148667,0.0714684496223103,2021-05-01,"Corpus Christi, TX",138042
"810","2021","M06","June",12017,149484,0.0803898745016189,2021-06-01,"Corpus Christi, TX",137467
"811","2021","M07","July",10738,150289,0.0714490082441163,2021-07-01,"Corpus Christi, TX",139551
"812","2021","M08","August",9674,149652,0.0646433058027958,2021-08-01,"Corpus Christi, TX",139978
"813","2021","M09","September",9051,150227,0.0602488234471833,2021-09-01,"Corpus Christi, TX",141176
"814","2021","M10","October",8692,150479,0.0577622126675483,2021-10-01,"Corpus Christi, TX",141787
"815","2021","M11","November",8496,151069,0.056239201954074,2021-11-01,"Corpus Christi, TX",142573
"816","2021","M12","December",8118,150632,0.0538929311168942,2021-12-01,"Corpus Christi, TX",142514
"817","2020","M01","January",23654,690058,0.0342782780577864,2020-01-01,"Dallas, TX",666404
"818","2020","M02","February",23283,694684,0.0335159583350128,2020-02-01,"Dallas, TX",671401
"819","2020","M03","March",33322,678291,0.049126407397415,2020-03-01,"Dallas, TX",644969
"820","2020","M04","April",86000,652846,0.131730913569203,2020-04-01,"Dallas, TX",566846
"821","2020","M05","May",81884,665559,0.12303041503458,2020-05-01,"Dallas, TX",583675
"822","2020","M06","June",75663,692870,0.10920230346241,2020-06-01,"Dallas, TX",617207
"823","2020","M07","July",69170,692194,0.0999286327243518,2020-07-01,"Dallas, TX",623024
"824","2020","M08","August",50137,697739,0.0718563818275888,2020-08-01,"Dallas, TX",647602
"825","2020","M09","September",57690,694193,0.0831036901841419,2020-09-01,"Dallas, TX",636503
"826","2020","M10","October",50775,703677,0.0721566855247507,2020-10-01,"Dallas, TX",652902
"827","2020","M11","November",49308,696884,0.0707549606534229,2020-11-01,"Dallas, TX",647576
"828","2020","M12","December",48034,703517,0.0682769570600284,2020-12-01,"Dallas, TX",655483
"829","2021","M01","January",50707,695883,0.0728671342740087,2021-01-01,"Dallas, TX",645176
"830","2021","M02","February",53171,695220,0.076480826213285,2021-02-01,"Dallas, TX",642049
"831","2021","M03","March",51617,697508,0.0740020186148403,2021-03-01,"Dallas, TX",645891
"832","2021","M04","April",45356,695544,0.0652093900601544,2021-04-01,"Dallas, TX",650188
"833","2021","M05","May",41543,696836,0.0596166099340447,2021-05-01,"Dallas, TX",655293
"834","2021","M06","June",45262,702385,0.0644404422076212,2021-06-01,"Dallas, TX",657123
"835","2021","M07","July",41502,708465,0.0585801698037306,2021-07-01,"Dallas, TX",666963
"836","2021","M08","August",37133,709134,0.0523638691700017,2021-08-01,"Dallas, TX",672001
"837","2021","M09","September",33927,708579,0.0478803351496446,2021-09-01,"Dallas, TX",674652
"838","2021","M10","October",32624,713739,0.0457085853512278,2021-10-01,"Dallas, TX",681115
"839","2021","M11","November",31277,722822,0.0432706807485107,2021-11-01,"Dallas, TX",691545
"840","2021","M12","December",28612,720484,0.0397121934699452,2021-12-01,"Dallas, TX",691872
"841","2020","M01","January",7493,319316,0.0234657831114006,2020-01-01,"Dane County, WI",311823
"842","2020","M02","February",7017,323631,0.021682100911223,2020-02-01,"Dane County, WI",316614
"843","2020","M03","March",7772,319340,0.0243376964990292,2020-03-01,"Dane County, WI",311568
"844","2020","M04","April",34682,308729,0.112338005176061,2020-04-01,"Dane County, WI",274047
"845","2020","M05","May",25732,314060,0.0819333885244858,2020-05-01,"Dane County, WI",288328
"846","2020","M06","June",22342,315259,0.0708687142952303,2020-06-01,"Dane County, WI",292917
"847","2020","M07","July",18866,321757,0.0586343109862412,2020-07-01,"Dane County, WI",302891
"848","2020","M08","August",15134,320793,0.0471768398936386,2020-08-01,"Dane County, WI",305659
"849","2020","M09","September",13114,327713,0.0400167219487784,2020-09-01,"Dane County, WI",314599
"850","2020","M10","October",11132,321939,0.0345779790581446,2020-10-01,"Dane County, WI",310807
"851","2020","M11","November",10348,321693,0.0321673148001355,2020-11-01,"Dane County, WI",311345
"852","2020","M12","December",9720,318968,0.0304732763161195,2020-12-01,"Dane County, WI",309248
"853","2021","M01","January",10555,315599,0.0334443391772471,2021-01-01,"Dane County, WI",305044
"854","2021","M02","February",11131,319808,0.0348052581548929,2021-02-01,"Dane County, WI",308677
"855","2021","M03","March",11312,321204,0.0352174941781547,2021-03-01,"Dane County, WI",309892
"856","2021","M04","April",10441,322122,0.0324131850665276,2021-04-01,"Dane County, WI",311681
"857","2021","M05","May",9987,324971,0.0307319730068221,2021-05-01,"Dane County, WI",314984
"858","2021","M06","June",11761,330688,0.0355652457905942,2021-06-01,"Dane County, WI",318927
"859","2021","M07","July",10210,331356,0.0308127814193798,2021-07-01,"Dane County, WI",321146
"860","2021","M08","August",10150,328250,0.0309215536938309,2021-08-01,"Dane County, WI",318100
"861","2021","M09","September",6743,329602,0.0204580069295696,2021-09-01,"Dane County, WI",322859
"862","2021","M10","October",5787,329680,0.0175533851007037,2021-10-01,"Dane County, WI",323893
"863","2021","M11","November",4656,329090,0.0141481053815066,2021-11-01,"Dane County, WI",324434
"864","2021","M12","December",4499,328395,0.0136999649811964,2021-12-01,"Dane County, WI",323896
"865","2020","M01","January",4108,174986,0.0234761638073903,2020-01-01,"Davis County, UT",170878
"866","2020","M02","February",4221,175963,0.0239879974767423,2020-02-01,"Davis County, UT",171742
"867","2020","M03","March",4627,174399,0.0265311154307077,2020-03-01,"Davis County, UT",169772
"868","2020","M04","April",15419,172748,0.0892571838747771,2020-04-01,"Davis County, UT",157329
"869","2020","M05","May",11127,169350,0.065704162976085,2020-05-01,"Davis County, UT",158223
"870","2020","M06","June",9862,179042,0.0550820477876699,2020-06-01,"Davis County, UT",169180
"871","2020","M07","July",8383,179191,0.0467824834952648,2020-07-01,"Davis County, UT",170808
"872","2020","M08","August",7314,178469,0.0409819072219825,2020-08-01,"Davis County, UT",171155
"873","2020","M09","September",6165,177058,0.0348190988263733,2020-09-01,"Davis County, UT",170893
"874","2020","M10","October",5217,176355,0.0295823764565791,2020-10-01,"Davis County, UT",171138
"875","2020","M11","November",4917,177190,0.0277498730176647,2020-11-01,"Davis County, UT",172273
"876","2020","M12","December",4650,176098,0.0264057513430022,2020-12-01,"Davis County, UT",171448
"877","2021","M01","January",5327,177275,0.0300493583415597,2021-01-01,"Davis County, UT",171948
"878","2021","M02","February",5615,177573,0.0316207982069346,2021-02-01,"Davis County, UT",171958
"879","2021","M03","March",4396,177326,0.0247904988552158,2021-03-01,"Davis County, UT",172930
"880","2021","M04","April",4447,177887,0.0249990162294041,2021-04-01,"Davis County, UT",173440
"881","2021","M05","May",4425,181894,0.0243273554927595,2021-05-01,"Davis County, UT",177469
"882","2021","M06","June",5003,182853,0.0273607761425845,2021-06-01,"Davis County, UT",177850
"883","2021","M07","July",4221,181928,0.0232014863022734,2021-07-01,"Davis County, UT",177707
"884","2021","M08","August",4232,180900,0.0233941404090658,2021-08-01,"Davis County, UT",176668
"885","2021","M09","September",2579,180080,0.0143214127054642,2021-09-01,"Davis County, UT",177501
"886","2021","M10","October",2314,181069,0.012779658583192,2021-10-01,"Davis County, UT",178755
"887","2021","M11","November",2243,181134,0.0123830975962547,2021-11-01,"Davis County, UT",178891
"888","2021","M12","December",2152,180019,0.0119542937134414,2021-12-01,"Davis County, UT",177867
"889","2020","M01","January",11910,423254,0.0281391315852892,2020-01-01,"Denver, CO",411344
"890","2020","M02","February",11812,424776,0.0278075974160499,2020-02-01,"Denver, CO",412964
"891","2020","M03","March",20318,415027,0.0489558510651114,2020-03-01,"Denver, CO",394709
"892","2020","M04","April",54386,405075,0.134261556501882,2020-04-01,"Denver, CO",350689
"893","2020","M05","May",56196,422548,0.132993174739911,2020-05-01,"Denver, CO",366352
"894","2020","M06","June",55189,433127,0.127419902245762,2020-06-01,"Denver, CO",377938
"895","2020","M07","July",37525,420074,0.0893294990882559,2020-07-01,"Denver, CO",382549
"896","2020","M08","August",35947,425932,0.084396100786041,2020-08-01,"Denver, CO",389985
"897","2020","M09","September",34930,428695,0.0814798399794726,2020-09-01,"Denver, CO",393765
"898","2020","M10","October",33661,427352,0.0787664501394635,2020-10-01,"Denver, CO",393691
"899","2020","M11","November",33698,431983,0.0780076993770588,2020-11-01,"Denver, CO",398285
"900","2020","M12","December",33223,428037,0.0776171218843231,2020-12-01,"Denver, CO",394814
"901","2021","M01","January",32940,428764,0.0768254797510985,2021-01-01,"Denver, CO",395824
"902","2021","M02","February",31354,430528,0.072826854467073,2021-02-01,"Denver, CO",399174
"903","2021","M03","March",30304,426891,0.0709876760109724,2021-03-01,"Denver, CO",396587
"904","2021","M04","April",30175,432336,0.0697952518411606,2021-04-01,"Denver, CO",402161
"905","2021","M05","May",27801,431687,0.064400827451371,2021-05-01,"Denver, CO",403886
"906","2021","M06","June",29243,433751,0.0674188647403695,2021-06-01,"Denver, CO",404508
"907","2021","M07","July",28400,432681,0.0656372708762345,2021-07-01,"Denver, CO",404281
"908","2021","M08","August",25529,433119,0.0589422306571635,2021-08-01,"Denver, CO",407590
"909","2021","M09","September",22899,436769,0.0524281714132642,2021-09-01,"Denver, CO",413870
"910","2021","M10","October",21836,436184,0.0500614419602736,2021-10-01,"Denver, CO",414348
"911","2021","M11","November",21165,437475,0.0483799074232813,2021-11-01,"Denver, CO",416310
"912","2021","M12","December",19980,436110,0.0458141294627502,2021-12-01,"Denver, CO",416130
"913","2020","M01","January",14836,499348,0.0297107428086224,2020-01-01,"DuPage County, IL",484512
"914","2020","M02","February",14453,504427,0.0286523124257821,2020-02-01,"DuPage County, IL",489974
"915","2020","M03","March",15399,501824,0.0306860572631042,2020-03-01,"DuPage County, IL",486425
"916","2020","M04","April",62908,461475,0.136319410585622,2020-04-01,"DuPage County, IL",398567
"917","2020","M05","May",60736,473930,0.12815394678539,2020-05-01,"DuPage County, IL",413194
"918","2020","M06","June",61467,495118,0.124146163136868,2020-06-01,"DuPage County, IL",433651
"919","2020","M07","July",47851,477779,0.100152999608606,2020-07-01,"DuPage County, IL",429928
"920","2020","M08","August",45180,473761,0.0953645403484035,2020-08-01,"DuPage County, IL",428581
"921","2020","M09","September",43280,488356,0.0886238727485687,2020-09-01,"DuPage County, IL",445076
"922","2020","M10","October",30581,477548,0.0640375417759052,2020-10-01,"DuPage County, IL",446967
"923","2020","M11","November",31888,480617,0.06634804844606,2020-11-01,"DuPage County, IL",448729
"924","2020","M12","December",32115,476404,0.0674112727852831,2020-12-01,"DuPage County, IL",444289
"925","2021","M01","January",32123,473451,0.0678486263626014,2021-01-01,"DuPage County, IL",441328
"926","2021","M02","February",30104,477076,0.0631010572738935,2021-02-01,"DuPage County, IL",446972
"927","2021","M03","March",25830,479186,0.0539039120508529,2021-03-01,"DuPage County, IL",453356
"928","2021","M04","April",26552,483718,0.0548914863618885,2021-04-01,"DuPage County, IL",457166
"929","2021","M05","May",26583,485949,0.0547032713309421,2021-05-01,"DuPage County, IL",459366
"930","2021","M06","June",33218,496314,0.0669294035630669,2021-06-01,"DuPage County, IL",463096
"931","2021","M07","July",27895,492160,0.05667872236671,2021-07-01,"DuPage County, IL",464265
"932","2021","M08","August",25556,488246,0.0523424667073565,2021-08-01,"DuPage County, IL",462690
"933","2021","M09","September",19177,487713,0.039320255970212,2021-09-01,"DuPage County, IL",468536
"934","2021","M10","October",18561,495978,0.0374230308602398,2021-10-01,"DuPage County, IL",477417
"935","2021","M11","November",16123,501642,0.0321404507597051,2021-11-01,"DuPage County, IL",485519
"936","2021","M12","December",15457,508891,0.0303738914620223,2021-12-01,"DuPage County, IL",493434
"937","2020","M01","January",4732,153973,0.0307326609210706,2020-01-01,"Durham, NC",149241
"938","2020","M02","February",4450,155166,0.0286789631749223,2020-02-01,"Durham, NC",150716
"939","2020","M03","March",5031,147906,0.0340148472678593,2020-03-01,"Durham, NC",142875
"940","2020","M04","April",14755,141127,0.10455121982328,2020-04-01,"Durham, NC",126372
"941","2020","M05","May",17369,145833,0.119101986518826,2020-05-01,"Durham, NC",128464
"942","2020","M06","June",12555,146573,0.0856569763871927,2020-06-01,"Durham, NC",134018
"943","2020","M07","July",13550,149760,0.0904780982905983,2020-07-01,"Durham, NC",136210
"944","2020","M08","August",9916,149089,0.0665106077577823,2020-08-01,"Durham, NC",139173
"945","2020","M09","September",10288,150965,0.0681482462822509,2020-09-01,"Durham, NC",140677
"946","2020","M10","October",9249,152988,0.0604557220174131,2020-10-01,"Durham, NC",143739
"947","2020","M11","November",8906,151982,0.0585990446237054,2020-11-01,"Durham, NC",143076
"948","2020","M12","December",8599,151495,0.0567609492062444,2020-12-01,"Durham, NC",142896
"949","2021","M01","January",7993,150523,0.053101519369133,2021-01-01,"Durham, NC",142530
"950","2021","M02","February",7532,151946,0.0495702420596791,2021-02-01,"Durham, NC",144414
"951","2021","M03","March",6177,151861,0.0406753544359645,2021-03-01,"Durham, NC",145684
"952","2021","M04","April",5784,151253,0.0382405638235275,2021-04-01,"Durham, NC",145469
"953","2021","M05","May",5957,150595,0.0395564261761679,2021-05-01,"Durham, NC",144638
"954","2021","M06","June",6612,152505,0.0433559555424412,2021-06-01,"Durham, NC",145893
"955","2021","M07","July",6158,153509,0.0401149118292739,2021-07-01,"Durham, NC",147351
"956","2021","M08","August",5783,153633,0.037641652509552,2021-08-01,"Durham, NC",147850
"957","2021","M09","September",4968,154251,0.0322072466304919,2021-09-01,"Durham, NC",149283
"958","2021","M10","October",4960,155819,0.0318318048504996,2021-10-01,"Durham, NC",150859
"959","2021","M11","November",4508,155721,0.028949210446889,2021-11-01,"Durham, NC",151213
"960","2021","M12","December",4169,155432,0.0268220186319419,2021-12-01,"Durham, NC",151263
"961","2020","M01","January",5569,144613,0.0385096775531937,2020-01-01,"Dutchess County, NY",139044
"962","2020","M02","February",5667,143699,0.0394366001155192,2020-02-01,"Dutchess County, NY",138032
"963","2020","M03","March",5786,142571,0.040583288326518,2020-03-01,"Dutchess County, NY",136785
"964","2020","M04","April",20833,135063,0.154246536801345,2020-04-01,"Dutchess County, NY",114230
"965","2020","M05","May",16033,140162,0.11438906408299,2020-05-01,"Dutchess County, NY",124129
"966","2020","M06","June",16353,143275,0.114137148839644,2020-06-01,"Dutchess County, NY",126922
"967","2020","M07","July",16674,146545,0.113780749940291,2020-07-01,"Dutchess County, NY",129871
"968","2020","M08","August",12376,144336,0.0857443742378894,2020-08-01,"Dutchess County, NY",131960
"969","2020","M09","September",8317,140625,0.0591431111111111,2020-09-01,"Dutchess County, NY",132308
"970","2020","M10","October",7610,140856,0.0540268075197365,2020-10-01,"Dutchess County, NY",133246
"971","2020","M11","November",7615,141790,0.0537061852034699,2020-11-01,"Dutchess County, NY",134175
"972","2020","M12","December",7828,141199,0.0554394861153408,2020-12-01,"Dutchess County, NY",133371
"973","2021","M01","January",8589,140796,0.0610031534986789,2021-01-01,"Dutchess County, NY",132207
"974","2021","M02","February",9044,140170,0.064521652279375,2021-02-01,"Dutchess County, NY",131126
"975","2021","M03","March",8076,140537,0.0574652938372101,2021-03-01,"Dutchess County, NY",132461
"976","2021","M04","April",6999,140537,0.0498018315461409,2021-04-01,"Dutchess County, NY",133538
"977","2021","M05","May",6246,139776,0.044685782967033,2021-05-01,"Dutchess County, NY",133530
"978","2021","M06","June",6927,140940,0.0491485738612175,2021-06-01,"Dutchess County, NY",134013
"979","2021","M07","July",7144,140665,0.050787331603455,2021-07-01,"Dutchess County, NY",133521
"980","2021","M08","August",6882,139821,0.0492200742377754,2021-08-01,"Dutchess County, NY",132939
"981","2021","M09","September",5718,137310,0.041642997596679,2021-09-01,"Dutchess County, NY",131592
"982","2021","M10","October",5444,137509,0.0395901359183762,2021-10-01,"Dutchess County, NY",132065
"983","2021","M11","November",4776,136443,0.0350036278885689,2021-11-01,"Dutchess County, NY",131667
"984","2021","M12","December",3568,136115,0.0262131286044889,2021-12-01,"Dutchess County, NY",132547
"985","2020","M01","January",17411,464902,0.0374509036313029,2020-01-01,"Duval County/City of Jacksonville, FL",447491
"986","2020","M02","February",15772,466300,0.0338237186360712,2020-02-01,"Duval County/City of Jacksonville, FL",450528
"987","2020","M03","March",26401,472351,0.0558927577161899,2020-03-01,"Duval County/City of Jacksonville, FL",445950
"988","2020","M04","April",51957,433578,0.119833109613495,2020-04-01,"Duval County/City of Jacksonville, FL",381621
"989","2020","M05","May",53321,449248,0.118689454377092,2020-05-01,"Duval County/City of Jacksonville, FL",395927
"990","2020","M06","June",43583,450779,0.0966837408131257,2020-06-01,"Duval County/City of Jacksonville, FL",407196
"991","2020","M07","July",47262,463109,0.102053728171985,2020-07-01,"Duval County/City of Jacksonville, FL",415847
"992","2020","M08","August",32933,457948,0.0719142784770323,2020-08-01,"Duval County/City of Jacksonville, FL",425015
"993","2020","M09","September",27518,462740,0.0594675195574189,2020-09-01,"Duval County/City of Jacksonville, FL",435222
"994","2020","M10","October",22625,460801,0.0490992858088416,2020-10-01,"Duval County/City of Jacksonville, FL",438176
"995","2020","M11","November",19912,460549,0.0432353560641756,2020-11-01,"Duval County/City of Jacksonville, FL",440637
"996","2020","M12","December",16320,459202,0.035539914895841,2020-12-01,"Duval County/City of Jacksonville, FL",442882
"997","2021","M01","January",21339,461808,0.0462075148113502,2021-01-01,"Duval County/City of Jacksonville, FL",440469
"998","2021","M02","February",22051,466021,0.0473176101506155,2021-02-01,"Duval County/City of Jacksonville, FL",443970
"999","2021","M03","March",23005,471112,0.0488312757900457,2021-03-01,"Duval County/City of Jacksonville, FL",448107
"1000","2021","M04","April",23544,476058,0.0494561587033513,2021-04-01,"Duval County/City of Jacksonville, FL",452514
"1001","2021","M05","May",23113,481629,0.0479892199182358,2021-05-01,"Duval County/City of Jacksonville, FL",458516
"1002","2021","M06","June",27112,490208,0.0553071349304785,2021-06-01,"Duval County/City of Jacksonville, FL",463096
"1003","2021","M07","July",24538,492080,0.0498658754674037,2021-07-01,"Duval County/City of Jacksonville, FL",467542
"1004","2021","M08","August",23156,489234,0.0473311339767882,2021-08-01,"Duval County/City of Jacksonville, FL",466078
"1005","2021","M09","September",20165,489084,0.0412301363364984,2021-09-01,"Duval County/City of Jacksonville, FL",468919
"1006","2021","M10","October",20023,490497,0.0408218602764135,2021-10-01,"Duval County/City of Jacksonville, FL",470474
"1007","2021","M11","November",18185,489814,0.037126337752698,2021-11-01,"Duval County/City of Jacksonville, FL",471629
"1008","2021","M12","December",17408,489301,0.03557728269511,2021-12-01,"Duval County/City of Jacksonville, FL",471893
"1009","2020","M01","January",11000,231978,0.0474182896653993,2020-01-01,"East Baton Rouge Parish, LA",220978
"1010","2020","M02","February",8863,233876,0.0378961500966324,2020-02-01,"East Baton Rouge Parish, LA",225013
"1011","2020","M03","March",11716,235641,0.049719700731197,2020-03-01,"East Baton Rouge Parish, LA",223925
"1012","2020","M04","April",26363,220671,0.119467442482247,2020-04-01,"East Baton Rouge Parish, LA",194308
"1013","2020","M05","May",28905,223532,0.129310344827586,2020-05-01,"East Baton Rouge Parish, LA",194627
"1014","2020","M06","June",21739,216348,0.100481631445634,2020-06-01,"East Baton Rouge Parish, LA",194609
"1015","2020","M07","July",21338,217866,0.0979409361717753,2020-07-01,"East Baton Rouge Parish, LA",196528
"1016","2020","M08","August",18349,232565,0.0788983724980113,2020-08-01,"East Baton Rouge Parish, LA",214216
"1017","2020","M09","September",17422,233230,0.0746987951807229,2020-09-01,"East Baton Rouge Parish, LA",215808
"1018","2020","M10","October",15953,234560,0.068012448840382,2020-10-01,"East Baton Rouge Parish, LA",218607
"1019","2020","M11","November",15913,234741,0.0677896064172854,2020-11-01,"East Baton Rouge Parish, LA",218828
"1020","2020","M12","December",15768,232690,0.0677639778245735,2020-12-01,"East Baton Rouge Parish, LA",216922
"1021","2021","M01","January",16418,229655,0.0714898434608434,2021-01-01,"East Baton Rouge Parish, LA",213237
"1022","2021","M02","February",15118,229025,0.0660102608885493,2021-02-01,"East Baton Rouge Parish, LA",213907
"1023","2021","M03","March",14042,230226,0.0609922424052887,2021-03-01,"East Baton Rouge Parish, LA",216184
"1024","2021","M04","April",14493,229580,0.0631283212823417,2021-04-01,"East Baton Rouge Parish, LA",215087
"1025","2021","M05","May",15035,230312,0.0652810101080274,2021-05-01,"East Baton Rouge Parish, LA",215277
"1026","2021","M06","June",16950,230289,0.0736031681930096,2021-06-01,"East Baton Rouge Parish, LA",213339
"1027","2021","M07","July",14600,231679,0.0630182278065772,2021-07-01,"East Baton Rouge Parish, LA",217079
"1028","2021","M08","August",12360,229592,0.0538346283842643,2021-08-01,"East Baton Rouge Parish, LA",217232
"1029","2021","M09","September",10377,230465,0.0450263597509383,2021-09-01,"East Baton Rouge Parish, LA",220088
"1030","2021","M10","October",9212,231839,0.0397344709043776,2021-10-01,"East Baton Rouge Parish, LA",222627
"1031","2021","M11","November",8787,232266,0.0378316240861771,2021-11-01,"East Baton Rouge Parish, LA",223479
"1032","2021","M12","December",8022,231089,0.034713898108521,2021-12-01,"East Baton Rouge Parish, LA",223067
"1033","2020","M01","January",11348,343639,0.0330230270720145,2020-01-01,"El Paso County, CO",332291
"1034","2020","M02","February",11534,345732,0.0333611005055939,2020-02-01,"El Paso County, CO",334198
"1035","2020","M03","March",19523,339157,0.0575633113867619,2020-03-01,"El Paso County, CO",319634
"1036","2020","M04","April",40622,325340,0.124860146308477,2020-04-01,"El Paso County, CO",284718
"1037","2020","M05","May",37901,337811,0.112195872840138,2020-05-01,"El Paso County, CO",299910
"1038","2020","M06","June",38918,349088,0.111484783206527,2020-06-01,"El Paso County, CO",310170
"1039","2020","M07","July",23939,341765,0.0700452065015435,2020-07-01,"El Paso County, CO",317826
"1040","2020","M08","August",22946,346896,0.0661466260781329,2020-08-01,"El Paso County, CO",323950
"1041","2020","M09","September",22786,350164,0.0650723660913172,2020-09-01,"El Paso County, CO",327378
"1042","2020","M10","October",22213,348424,0.0637527839643653,2020-10-01,"El Paso County, CO",326211
"1043","2020","M11","November",22905,352258,0.0650233635573926,2020-11-01,"El Paso County, CO",329353
